State,District,Latitude,Longitude,Population,Male,Female,Literate,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,4653570,2384975,2268595,3673808,867713,437571,3492202,390974,34667,20469,668050,24528
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,4653570,2384975,2268595,3673808,867713,437571,3492202,390974,34667,20469,668050,24528
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,1200334,605520,594814,899860,200372,88886,1009352,26502,2145,831,154458,1017
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,1200334,605520,594814,899860,200372,88886,1009352,26502,2145,831,154458,1017
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,1200334,605520,594814,899860,200372,88886,1009352,26502,2145,831,154458,1017
Maharashtra,Gondiya,21.225008411215,80.17522698598128,1322507,661554,660953,1004243,175961,214253,1153861,26157,1827,2160,125282,1568
Maharashtra,Gondiya,21.225008411215,80.17522698598128,1322507,661554,660953,1004243,175961,214253,1153861,26157,1827,2160,125282,1568
Maharashtra,Gondiya,21.225008411215,80.17522698598128,1322507,661554,660953,1004243,175961,214253,1153861,26157,1827,2160,125282,1568
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,2204307,1123834,1080473,1578615,348365,389441,1780085,92297,10701,5251,286734,3861
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,2204307,1123834,1080473,1578615,348365,389441,1780085,92297,10701,5251,286734,3861
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,2204307,1123834,1080473,1578615,348365,389441,1780085,92297,10701,5251,286734,3861
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,2772348,1419965,1352383,2022574,328518,514057,2251401,239236,4567,1596,249874,11422
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,2772348,1419965,1352383,2022574,328518,514057,2251401,239236,4567,1596,249874,11422
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,2772348,1419965,1352383,2022574,328518,514057,2251401,239236,4567,1596,249874,11422
Maharashtra,Nanded,19.209316983017,77.6829048951049,3361292,1730075,1631217,2189425,640483,281695,2501741,471951,3902,13540,354189,5049
Maharashtra,Nanded,19.209316983017,77.6829048951049,3361292,1730075,1631217,2189425,640483,281695,2501741,471951,3902,13540,354189,5049
Maharashtra,Nanded,19.209316983017,77.6829048951049,3361292,1730075,1631217,2189425,640483,281695,2501741,471951,3902,13540,354189,5049
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,1177345,606294,571051,790743,182565,111954,863199,127552,992,643,176679,5278
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,1177345,606294,571051,790743,182565,111954,863199,127552,992,643,176679,5278
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,1177345,606294,571051,790743,182565,111954,863199,127552,992,643,176679,5278
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,1836086,942870,893216,1157814,247308,40514,1328385,306364,2081,1371,187899,6238
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,1836086,942870,893216,1157814,247308,40514,1328385,306364,2081,1371,187899,6238
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,1836086,942870,893216,1157814,247308,40514,1328385,306364,2081,1371,187899,6238
Maharashtra,Jalna,19.984612534818933,75.98473607242339,1959046,1011473,947573,1195523,272266,42263,1504641,274221,12542,1629,152540,9619
Maharashtra,Jalna,19.984612534818933,75.98473607242339,1959046,1011473,947573,1195523,272266,42263,1504641,274221,12542,1629,152540,9619
Maharashtra,Jalna,19.984612534818933,75.98473607242339,1959046,1011473,947573,1195523,272266,42263,1504641,274221,12542,1629,152540,9619
Bihar,Aurangabad,24.77429186746988,84.45986024096379,3701282,1924469,1776813,2503837,539368,143366,2545438,786677,15991,5142,309093,30981
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,3701282,1924469,1776813,2503837,539368,143366,2545438,786677,15991,5142,309093,30981
Bihar,Aurangabad,24.77429186746988,84.45986024096379,3701282,1924469,1776813,2503837,539368,143366,2545438,786677,15991,5142,309093,30981
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,3701282,1924469,1776813,2503837,539368,143366,2545438,786677,15991,5142,309093,30981
Bihar,Aurangabad,24.77429186746988,84.45986024096379,3701282,1924469,1776813,2503837,539368,143366,2545438,786677,15991,5142,309093,30981
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,3701282,1924469,1776813,2503837,539368,143366,2545438,786677,15991,5142,309093,30981
Bihar,Aurangabad,24.77429186746988,84.45986024096379,3701282,1924469,1776813,2503837,539368,143366,2545438,786677,15991,5142,309093,30981
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,3701282,1924469,1776813,2503837,539368,143366,2545438,786677,15991,5142,309093,30981
Bihar,Aurangabad,24.77429186746988,84.45986024096379,3701282,1924469,1776813,2503837,539368,143366,2545438,786677,15991,5142,309093,30981
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,3701282,1924469,1776813,2503837,539368,143366,2545438,786677,15991,5142,309093,30981
Bihar,Aurangabad,24.77429186746988,84.45986024096379,3701282,1924469,1776813,2503837,539368,143366,2545438,786677,15991,5142,309093,30981
Maharashtra,Aurangabad,20.0979228832952,75.32072196796334,3701282,1924469,1776813,2503837,539368,143366,2545438,786677,15991,5142,309093,30981
Maharashtra,Nashik,20.266912871287143,74.03824168316828,6107187,3157186,2950001,4345366,554687,1564369,5237009,693052,23946,8912,94783,38212
Maharashtra,Nashik,20.266912871287143,74.03824168316828,6107187,3157186,2950001,4345366,554687,1564369,5237009,693052,23946,8912,94783,38212
Maharashtra,Nashik,20.266912871287143,74.03824168316828,6107187,3157186,2950001,4345366,554687,1564369,5237009,693052,23946,8912,94783,38212
Maharashtra,Thane,19.698767747440264,72.79882742564581,11060148,5865078,5195070,8227161,730089,1542451,8716055,1355630,280700,39149,449617,172052
Maharashtra,Thane,19.698767747440264,72.79882742564581,11060148,5865078,5195070,8227161,730089,1542451,8716055,1355630,280700,39149,449617,172052
Maharashtra,Thane,19.698767747440264,72.79882742564581,11060148,5865078,5195070,8227161,730089,1542451,8716055,1355630,280700,39149,449617,172052
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,2634200,1344345,1289855,1939994,134952,305125,2239370,227465,17452,7477,121791,12260
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,2634200,1344345,1289855,1939994,134952,305125,2239370,227465,17452,7477,121791,12260
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,2634200,1344345,1289855,1939994,134952,305125,2239370,227465,17452,7477,121791,12260
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,2634200,1344345,1289855,1939994,134952,305125,2239370,227465,17452,7477,121791,12260
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,2634200,1344345,1289855,1939994,134952,305125,2239370,227465,17452,7477,121791,12260
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,2634200,1344345,1289855,1939994,134952,305125,2239370,227465,17452,7477,121791,12260
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,2634200,1344345,1289855,1939994,134952,305125,2239370,227465,17452,7477,121791,12260
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,2634200,1344345,1289855,1939994,134952,305125,2239370,227465,17452,7477,121791,12260
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,2634200,1344345,1289855,1939994,134952,305125,2239370,227465,17452,7477,121791,12260
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,2634200,1344345,1289855,1939994,134952,305125,2239370,227465,17452,7477,121791,12260
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,2634200,1344345,1289855,1939994,134952,305125,2239370,227465,17452,7477,121791,12260
Maharashtra,Raigarh,18.453257637845976,73.0090609418579,2634200,1344345,1289855,1939994,134952,305125,2239370,227465,17452,7477,121791,12260
Maharashtra,Pune,18.51696171428573,74.12922881632647,9429408,4924105,4505303,7171723,1180703,348876,8090254,673704,134192,27090,340404,127786
Maharashtra,Pune,18.51696171428573,74.12922881632647,9429408,4924105,4505303,7171723,1180703,348876,8090254,673704,134192,27090,340404,127786
Maharashtra,Pune,18.51696171428573,74.12922881632647,9429408,4924105,4505303,7171723,1180703,348876,8090254,673704,134192,27090,340404,127786
Maharashtra,Bid,18.952353340080982,75.69319706477731,2585049,1349106,1235943,1718507,351254,32722,2174672,320395,2097,824,68482,8719
Maharashtra,Bid,18.952353340080982,75.69319706477731,2585049,1349106,1235943,1718507,351254,32722,2174672,320395,2097,824,68482,8719
Maharashtra,Bid,18.952353340080982,75.69319706477731,2585049,1349106,1235943,1718507,351254,32722,2174672,320395,2097,824,68482,8719
Maharashtra,Latur,18.348687268993856,76.75812607802874,2454196,1273140,1181056,1650672,480913,57488,2006984,367664,2387,935,66535,6387
Maharashtra,Latur,18.348687268993856,76.75812607802874,2454196,1273140,1181056,1650672,480913,57488,2006984,367664,2387,935,66535,6387
Maharashtra,Latur,18.348687268993856,76.75812607802874,2454196,1273140,1181056,1650672,480913,57488,2006984,367664,2387,935,66535,6387
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,1657576,861535,796041,1137810,265184,36039,1437623,178925,942,340,28216,4530
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,1657576,861535,796041,1137810,265184,36039,1437623,178925,942,340,28216,4530
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,1657576,861535,796041,1137810,265184,36039,1437623,178925,942,340,28216,4530
Maharashtra,Solapur,17.837357937584812,75.42394823609216,4317756,2227852,2089904,2910676,649745,77592,3795424,441254,9882,1279,35497,28134
Maharashtra,Solapur,17.837357937584812,75.42394823609216,4317756,2227852,2089904,2910676,649745,77592,3795424,441254,9882,1279,35497,28134
Maharashtra,Solapur,17.837357937584812,75.42394823609216,4317756,2227852,2089904,2910676,649745,77592,3795424,441254,9882,1279,35497,28134
Maharashtra,Satara,17.6737908974359,74.18052064102558,3003741,1510842,1492899,2225694,323236,29635,2691952,146970,4408,1182,141315,12810
Maharashtra,Satara,17.6737908974359,74.18052064102558,3003741,1510842,1492899,2225694,323236,29635,2691952,146970,4408,1182,141315,12810
Maharashtra,Satara,17.6737908974359,74.18052064102558,3003741,1510842,1492899,2225694,323236,29635,2691952,146970,4408,1182,141315,12810
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,1615069,761121,853948,1199392,66948,20374,1307211,187197,1990,230,113467,3347
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,1615069,761121,853948,1199392,66948,20374,1307211,187197,1990,230,113467,3347
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,1615069,761121,853948,1199392,66948,20374,1307211,187197,1990,230,113467,3347
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,849651,417332,432319,666067,55586,6976,780384,26264,15471,219,24762,1046
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,849651,417332,432319,666067,55586,6976,780384,26264,15471,219,24762,1046
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,849651,417332,432319,666067,55586,6976,780384,26264,15471,219,24762,1046
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,3876001,1980658,1895343,2825845,504461,30206,3379906,286558,15573,1570,29766,154882
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,3876001,1980658,1895343,2825845,504461,30206,3379906,286558,15573,1570,29766,154882
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,3876001,1980658,1895343,2825845,504461,30206,3379906,286558,15573,1570,29766,154882
Maharashtra,Sangli,17.154930181086502,74.70713822937628,2822143,1435728,1386415,2049467,353093,18333,2440312,239607,9098,1260,38210,87453
Maharashtra,Sangli,17.154930181086502,74.70713822937628,2822143,1435728,1386415,2049467,353093,18333,2440312,239607,9098,1260,38210,87453
Maharashtra,Sangli,17.154930181086502,74.70713822937628,2822143,1435728,1386415,2049467,353093,18333,2440312,239607,9098,1260,38210,87453
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,2741239,1369597,1371642,1483347,488596,495794,2399901,275970,15422,1377,25510,617
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,2741239,1369597,1371642,1483347,488596,495794,2399901,275970,15422,1377,25510,617
Andhra Pradesh,Adilabad,19.284513950073435,78.81321233480176,2741239,1369597,1371642,1483347,488596,495794,2399901,275970,15422,1377,25510,617
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,2551335,1250641,1300694,1389810,371074,192941,2123426,391596,19653,2357,1847,542
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,2551335,1250641,1300694,1389810,371074,192941,2123426,391596,19653,2357,1847,542
Andhra Pradesh,Nizamabad,18.429485849056604,78.07523490566035,2551335,1250641,1300694,1389810,371074,192941,2123426,391596,19653,2357,1847,542
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,3776269,1880800,1895469,2206829,709757,106745,3491139,244723,24979,2086,332,312
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,3776269,1880800,1895469,2206829,709757,106745,3491139,244723,24979,2086,332,312
Andhra Pradesh,Karimnagar,18.515483193277312,79.43765428571413,3776269,1880800,1895469,2206829,709757,106745,3491139,244723,24979,2086,332,312
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,3033288,1523030,1510258,1637137,537947,168985,2637313,342449,34301,1309,554,457
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,3033288,1523030,1510258,1637137,537947,168985,2637313,342449,34301,1309,554,457
Andhra Pradesh,Medak,17.889304978038055,78.13778901903379,3033288,1523030,1510258,1637137,537947,168985,2637313,342449,34301,1309,554,457
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,3943323,2018575,1924748,2892155,247927,48937,2046051,1713405,87522,11446,1268,19560
Andhra Pradesh,Hyderabad,17.38971555555556,78.46668888888888,3943323,2018575,1924748,2892155,247927,48937,2046051,1713405,87522,11446,1268,19560
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,4053028,2050386,2002642,1940646,708954,364269,3673456,334172,21345,658,290,388
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,4053028,2050386,2002642,1940646,708954,364269,3673456,334172,21345,658,290,388
Andhra Pradesh,Mahbubnagar,16.639546224256293,77.98933089244859,4053028,2050386,2002642,1940646,708954,364269,3673456,334172,21345,658,290,388
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,3488809,1759772,1729037,2001019,637385,394279,3249231,188646,35025,937,241,250
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,3488809,1759772,1729037,2001019,637385,394279,3249231,188646,35025,937,241,250
Andhra Pradesh,Nalgonda,17.113250515463907,79.16984453608244,3488809,1759772,1729037,2001019,637385,394279,3249231,188646,35025,937,241,250
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,3512576,1759281,1753295,2065023,616102,530656,3273755,197333,31377,1453,253,569
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,3512576,1759281,1753295,2065023,616102,530656,3273755,197333,31377,1453,253,569
Andhra Pradesh,Warangal,18.01752608695651,79.87422028985509,3512576,1759281,1753295,2065023,616102,530656,3273755,197333,31377,1453,253,569
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,2797370,1390988,1406382,1630234,462896,765565,2595321,158887,33463,655,217,459
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,2797370,1390988,1406382,1630234,462896,765565,2595321,158887,33463,655,217,459
Andhra Pradesh,Khammam,17.683921325051784,80.67008643892335,2797370,1390988,1406382,1630234,462896,765565,2595321,158887,33463,655,217,459
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,2703114,1341738,1361376,1495381,255664,166118,2666950,9025,18879,193,77,160
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,2703114,1341738,1361376,1495381,255664,166118,2666950,9025,18879,193,77,160
Andhra Pradesh,Srikakulam,18.570900998697432,84.25874814010675,2703114,1341738,1361376,1495381,255664,166118,2666950,9025,18879,193,77,160
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,2344474,1161477,1182997,1238388,247728,235556,2299129,16423,17853,380,114,815
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,2344474,1161477,1182997,1238388,247728,235556,2299129,16423,17853,380,114,815
Andhra Pradesh,Vizianagaram,18.28329696032972,83.45982854198873,2344474,1161477,1182997,1238388,247728,235556,2299129,16423,17853,380,114,815
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,5154296,2569688,2584608,3288577,945269,213195,4983330,77777,77825,738,413,4149
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,5154296,2569688,2584608,3288577,945269,213195,4983330,77777,77825,738,413,4149
Andhra Pradesh,East Godavari,16.782718320784902,82.2432074720511,5154296,2569688,2584608,3288577,945269,213195,4983330,77777,77825,738,413,4149
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,3936966,1964918,1972048,2652389,811698,109072,3733191,86142,109120,288,209,1578
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,3936966,1964918,1972048,2652389,811698,109072,3733191,86142,109120,288,209,1578
Andhra Pradesh,West Godavari,16.63297943925236,81.45912990654196,3936966,1964918,1972048,2652389,811698,109072,3733191,86142,109120,288,209,1578
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,4517398,2267375,2250023,3009718,871063,132464,4023678,307043,145598,1393,863,6320
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,4517398,2267375,2250023,3009718,871063,132464,4023678,307043,145598,1393,863,6320
Andhra Pradesh,Krishna,16.143872753151673,81.14805061000413,4517398,2267375,2250023,3009718,871063,132464,4023678,307043,145598,1393,863,6320
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,4887813,2440521,2447292,2960441,957407,247089,4217597,559770,89763,764,323,3282
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,4887813,2440521,2447292,2960441,957407,247089,4217597,559770,89763,764,323,3282
Andhra Pradesh,Guntur,15.884925767634847,80.58657614107885,4887813,2440521,2447292,2960441,957407,247089,4217597,559770,89763,764,323,3282
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,3397448,1714764,1682684,1904435,787861,151145,3150195,220654,18775,266,97,204
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,3397448,1714764,1682684,1904435,787861,151145,3150195,220654,18775,266,97,204
Andhra Pradesh,Prakasam,15.489039001601704,80.11665790176184,3397448,1714764,1682684,1904435,787861,151145,3150195,220654,18775,266,97,204
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,4053463,2039227,2014236,2127161,737945,82831,3328380,670737,33165,737,255,2235
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,4053463,2039227,2014236,2127161,737945,82831,3328380,670737,33165,737,255,2235
Andhra Pradesh,Kurnool,15.43759715142429,77.90086836581717,4053463,2039227,2014236,2127161,737945,82831,3328380,670737,33165,737,255,2235
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,4081148,2064495,2016653,2310960,583135,154127,3599372,443456,20463,932,341,1417
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,4081148,2064495,2016653,2310960,583135,154127,3599372,443456,20463,932,341,1417
Andhra Pradesh,Anantapur,14.312065561843148,77.4601584478577,4081148,2064495,2016653,2310960,583135,154127,3599372,443456,20463,932,341,1417
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,4174064,2090204,2083860,2667878,785760,159165,3737588,397870,24129,867,253,1322
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,4174064,2090204,2083860,2667878,785760,159165,3737588,397870,24129,867,253,1322
Andhra Pradesh,Chittoor,13.33109263067696,78.92763898886037,4174064,2090204,2083860,2667878,785760,159165,3737588,397870,24129,867,253,1322
Karnataka,Belgaum,16.16107219152853,74.72329042357275,4779661,2423063,2356598,3052032,577418,297198,4038331,528412,18418,2037,1086,178310
Karnataka,Belgaum,16.16107219152853,74.72329042357275,4779661,2423063,2356598,3052032,577418,297198,4038331,528412,18418,2037,1086,178310
Karnataka,Belgaum,16.16107219152853,74.72329042357275,4779661,2423063,2356598,3052032,577418,297198,4038331,528412,18418,2037,1086,178310
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,1889752,950111,939641,1113412,319149,97203,1634229,219991,3433,443,412,25198
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,1889752,950111,939641,1113412,319149,97203,1634229,219991,3433,443,412,25198
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,1889752,950111,939641,1113412,319149,97203,1634229,219991,3433,443,412,25198
Karnataka,Bijapur,16.84015316666667,75.95909166666665,2177331,1111022,1066309,1248268,442773,39314,1786830,369588,2433,558,374,8665
Karnataka,Bijapur,16.84015316666667,75.95909166666665,2177331,1111022,1066309,1248268,442773,39314,1786830,369588,2433,558,374,8665
Karnataka,Bijapur,16.84015316666667,75.95909166666665,2177331,1111022,1066309,1248268,442773,39314,1786830,369588,2433,558,374,8665
Karnataka,Bijapur,16.84015316666667,75.95909166666665,2177331,1111022,1066309,1248268,442773,39314,1786830,369588,2433,558,374,8665
Karnataka,Bijapur,16.84015316666667,75.95909166666665,2177331,1111022,1066309,1248268,442773,39314,1786830,369588,2433,558,374,8665
Karnataka,Bijapur,16.84015316666667,75.95909166666665,2177331,1111022,1066309,1248268,442773,39314,1786830,369588,2433,558,374,8665
Karnataka,Bidar,17.950361730769224,77.19459961538459,1703300,870665,832635,1042673,399785,235822,1289709,335184,35438,1145,30453,680
Karnataka,Bidar,17.950361730769224,77.19459961538459,1703300,870665,832635,1042673,399785,235822,1289709,335184,35438,1145,30453,680
Karnataka,Bidar,17.950361730769224,77.19459961538459,1703300,870665,832635,1042673,399785,235822,1289709,335184,35438,1145,30453,680
Karnataka,Raichur,16.050795353982295,76.87368606194688,1928812,964511,964301,979769,400933,367071,1634062,272022,10394,538,2265,4156
Karnataka,Raichur,16.050795353982295,76.87368606194688,1928812,964511,964301,979769,400933,367071,1634062,272022,10394,538,2265,4156
Karnataka,Raichur,16.050795353982295,76.87368606194688,1928812,964511,964301,979769,400933,367071,1634062,272022,10394,538,2265,4156
Karnataka,Koppal,15.651253271028034,76.1617048598131,1389920,699926,689994,809085,258608,164271,1218024,161770,4081,296,85,2898
Karnataka,Koppal,15.651253271028034,76.1617048598131,1389920,699926,689994,809085,258608,164271,1218024,161770,4081,296,85,2898
Karnataka,Koppal,15.651253271028034,76.1617048598131,1389920,699926,689994,809085,258608,164271,1218024,161770,4081,296,85,2898
Karnataka,Gadag,15.507128256880746,75.64861302752298,1064570,537147,527423,700177,174196,61654,907750,143665,3432,231,79,5993
Karnataka,Gadag,15.507128256880746,75.64861302752298,1064570,537147,527423,700177,174196,61654,907750,143665,3432,231,79,5993
Karnataka,Gadag,15.507128256880746,75.64861302752298,1064570,537147,527423,700177,174196,61654,907750,143665,3432,231,79,5993
Karnataka,Dharwad,15.343831376975173,75.13831264108359,1847023,937206,909817,1301664,177855,87548,1390020,386834,28747,1486,715,29037
Karnataka,Dharwad,15.343831376975173,75.13831264108359,1847023,937206,909817,1301664,177855,87548,1390020,386834,28747,1486,715,29037
Karnataka,Dharwad,15.343831376975173,75.13831264108359,1847023,937206,909817,1301664,177855,87548,1390020,386834,28747,1486,715,29037
Karnataka,Haveri,14.737582809224318,75.3961230607966,1597668,819128,778540,1085443,219976,141380,1281878,297927,2406,419,68,9834
Karnataka,Haveri,14.737582809224318,75.3961230607966,1597668,819128,778540,1085443,219976,141380,1281878,297927,2406,419,68,9834
Karnataka,Haveri,14.737582809224318,75.3961230607966,1597668,819128,778540,1085443,219976,141380,1281878,297927,2406,419,68,9834
Karnataka,Bellary,15.074377548209377,76.47228471074374,2452595,1236954,1215641,1421621,517409,451406,2103633,320834,14014,1029,284,8044
Karnataka,Bellary,15.074377548209377,76.47228471074374,2452595,1236954,1215641,1421621,517409,451406,2103633,320834,14014,1029,284,8044
Karnataka,Bellary,15.074377548209377,76.47228471074374,2452595,1236954,1215641,1421621,517409,451406,2103633,320834,14014,1029,284,8044
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,1659456,840843,818613,1087392,389117,302554,1520553,128751,3175,322,84,3778
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,1659456,840843,818613,1087392,389117,302554,1520553,128751,3175,322,84,3778
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,1659456,840843,818613,1087392,389117,302554,1520553,128751,3175,322,84,3778
Karnataka,Davanagere,14.330414586709884,75.91723841166937,1945497,986400,959097,1308540,392595,233112,1658465,265805,5420,307,164,6417
Karnataka,Davanagere,14.330414586709884,75.91723841166937,1945497,986400,959097,1308540,392595,233112,1658465,265805,5420,307,164,6417
Karnataka,Davanagere,14.330414586709884,75.91723841166937,1945497,986400,959097,1308540,392595,233112,1658465,265805,5420,307,164,6417
Karnataka,Shimoga,14.063845885634592,75.17882078103197,1752753,877415,875338,1263016,308158,65412,1479424,234664,26521,400,120,9234
Karnataka,Shimoga,14.063845885634592,75.17882078103197,1752753,877415,875338,1263016,308158,65412,1479424,234664,26521,400,120,9234
Karnataka,Shimoga,14.063845885634592,75.17882078103197,1752753,877415,875338,1263016,308158,65412,1479424,234664,26521,400,120,9234
Karnataka,Udupi,13.450404228534568,74.72009990316337,1177361,562131,615230,926429,75429,52897,1009179,96740,65838,232,161,4534
Karnataka,Udupi,13.450404228534568,74.72009990316337,1177361,562131,615230,926429,75429,52897,1009179,96740,65838,232,161,4534
Karnataka,Udupi,13.450404228534568,74.72009990316337,1177361,562131,615230,926429,75429,52897,1009179,96740,65838,232,161,4534
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,1137961,566622,571339,818345,253651,44970,1004553,101235,26000,182,109,4710
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,1137961,566622,571339,818345,253651,44970,1004553,101235,26000,182,109,4710
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,1137961,566622,571339,818345,253651,44970,1004553,101235,26000,182,109,4710
Karnataka,Tumkur,13.592467760074973,77.02297966260545,2678980,1350594,1328386,1813391,506901,209559,2413812,245923,9130,477,187,5067
Karnataka,Tumkur,13.592467760074973,77.02297966260545,2678980,1350594,1328386,1813391,506901,209559,2413812,245923,9130,477,187,5067
Karnataka,Tumkur,13.592467760074973,77.02297966260545,2678980,1350594,1328386,1813391,506901,209559,2413812,245923,9130,477,187,5067
Karnataka,Mandya,12.574901806239744,76.81570098522172,1805769,905085,900684,1149649,265294,22402,1712695,77801,8506,322,299,3607
Karnataka,Mandya,12.574901806239744,76.81570098522172,1805769,905085,900684,1149649,265294,22402,1712695,77801,8506,322,299,3607
Karnataka,Mandya,12.574901806239744,76.81570098522172,1805769,905085,900684,1149649,265294,22402,1712695,77801,8506,322,299,3607
Karnataka,Hassan,12.945098749999998,76.11049549999997,1776421,883667,892754,1225256,345031,32329,1630814,120011,15611,289,623,5820
Karnataka,Hassan,12.945098749999998,76.11049549999997,1776421,883667,892754,1225256,345031,32329,1630814,120011,15611,289,623,5820
Karnataka,Hassan,12.945098749999998,76.11049549999997,1776421,883667,892754,1225256,345031,32329,1630814,120011,15611,289,623,5820
Karnataka,Kodagu,12.39684468085106,75.79336595744688,554519,274608,279911,412877,73584,58054,448986,87274,17130,139,126,250
Karnataka,Kodagu,12.39684468085106,75.79336595744688,554519,274608,279911,412877,73584,58054,448986,87274,17130,139,126,250
Karnataka,Kodagu,12.39684468085106,75.79336595744688,554519,274608,279911,412877,73584,58054,448986,87274,17130,139,126,250
Karnataka,Mysore,12.248100259403367,76.52881802853437,3001127,1511600,1489527,1962180,536643,334547,2631985,290549,39361,1255,16194,14419
